"Evs_Au_Control_1" "Evs_Au_Control_2" "Evs_Au_Control_3" "Evs_Au_4h_1" "Evs_Au_4h_2" "Evs_Au_4h_3" "Evs_Au_24h_1" "Evs_Au_24h_2" "Evs_Au_24h_3" "Au_Cit_5min_1" "Au_Cit_5min_2" "Au_Cit_5min_3" "Au_Cit_4h_1" "Au_Cit_4h_2" "Au_Cit_4h_3" "Au_Cit_24h_1" "Au_Cit_24h_2" "Au_Cit_24h_3" "Au_Lys_5min_1" "Au_Lys_5min_2" "Au_Lys_5min_3" "Au_Lys_4h_1" "Au_Lys_4h_2" "Au_Lys_4h_3" "Au_Lys_24h_1" "Au_Lys_24h_2" "Au_Lys_24h_3" "Evs_Control_1" "Evs_Control_2" "Evs_Control_3" "Evs_4h_1" "Evs_4h_2" "Evs_4h_3" "Evs_24h_1" "Evs_24h_2" "Evs_24h_3" "Evs_Pd_Control_1" "Evs_Pd_Control_2" "Evs_Pd_Control_3" "Evs_Pd_4h_1" "Evs_Pd_4h_2" "Evs_Pd_4h_3" "Evs_Pd_24h_1" "Evs_Pd_24h_2" "Evs_Pd_24h_3" "Pd_5min_1" "Pd_5min_2" "Pd_5min_3" "Pd_4h_1" "Pd_4h_2" "Pd_4h_3" "Pd_24h_1" "Pd_24h_2" "Pd_24h_3" "Pd_24h_4" "Evs_Pt_Control_1" "Evs_Pt_Control_2" "Evs_Pt_Control_3" "Evs_Pt_4h_1" "Evs_Pt_4h_2" "Evs_Pt_4h_3" "Evs_Pt_24h_1" "Evs_Pt_24h_2" "Evs_Pt_24h_3" "Pt_5min_1" "Pt_5min_2" "Pt_5min_3" "Pt_4h_1" "Pt_4h_2" "Pt_4h_3" "Pt_24h_1" "Pt_24h_2" "Pt_24h_3"
"ORM1" 1.6668587 NA NA 1.9512093 2.2359364 2.2359364 2.5075188 1.004472 0.6710906 2.7068074 1.6668587 1.9174271 1.6668587 1.9512093 2.2359364 2.2359364 1.4043627 0.8071741 2.7068074 1.2698648 1.243882 2.2359364 1.3227367 1.0276828 0.50660706 1.2961485 0.43879855 1.6668587 NA NA 1.9512093 1.9174271 2.2359364 1.4322038 1.9174271 1.9174271 1.6668587 NA NA 1.9512093 2.0902956 2.2359364 1.9512093 2.5809646 2.2359364 1.9512093 2.3496542 2.3496542 2.0549212 1.9174271 1.6668587 1.9512093 1.7605777 1.7605777 1.4322038 1.6668587 NA NA 1.9512093 1.6668587 1.9512093 1.4322038 2.311311 2.2359364 1.9512093 1.9512093 1.9512093 1.0276828 1.6668587 1.4603674 1.22331 2.7068074 2.2359364
"SeRPINF2" 1.6242187 NA NA 1.9785166 1.6977394 1.7989812 1.6607251 0.32434154 0.32434154 2.1332858 1.1428905 1.3014419 1.5882127 0.87068224 1.3227367 1.7227013 1.2594359 0.4190575 2.1622777 0.7139573 0.62554884 2.741106 0.5310875 0.5310875 0.9275249 0.41253757 0.1561122 1.9308932 NA NA 2.3884413 1.3227367 1.5763211 2.6057863 1.3334582 1.5527012 1.5003455 NA NA 1.9308932 0.9815271 1.6730065 2.5727282 1.4210291 1.4322038 1.6001594 1.4547088 1.2803419 1.6485 1.3768401 1.2803419 1.3120649 1.0941124 1.133045 0.936422 1.6242187 NA NA 1.7989812 1.0464447 1.0370419 1.5351286 1.1428905 0.99986184 1.4099054 1.4210291 1.3334582 1.0653801 1.2698648 0.8281002 0.7538805 1.6730065 1.7227013
"KRT5" 1.1677041 NA NA 0.6710906 1.128139 0.7100153 0.7298163 1.128139 1.0464447 1.118361 1.243882 1.2335722 0.9275249 0.5776112 0.62554884 1.5763211 0.8879913 0.8535316 1.1777098 1.1086283 1.1086283 1.1777098 1.0464447 1.1086283 0.09144032 1.128139 0.64058983 1.0796967 NA NA 0.46217716 1.2181964 0.9543395 0.22179961 0.9952624 1.1527817 1.5882127 NA NA 0.5776112 1.8248799 1.0090928 0.6710906 0.7021586 0.9054607 1.4774222 1.3334582 1.2961485 0.8879913 1.18273 0.8879913 1.1777098 1.128139 1.0137241 0.93196833 1.5882127 NA NA 0.7298163 1.1037784 0.8879913 1.1527817 0.55955243 1.1928048 1.8773985 0.9054607 0.9275249 0.54881656 0.8407719 1.0137241 0.61435854 0.7579236 0.7100153
"PLG" 1.6302679 NA NA 2.3496542 2.5809646 3.6773515 2.5399735 1.5585859 1.0653801 1.831392 2.365116 2.4753616 1.7227013 1.2803419 3.0550852 4.48277 2.0199516 0.6904409 1.6302679 0.7741895 0.8450154 1.7925436 0.38038433 0.8071741 NA 1.1379621 0.10407865 1.9308932 NA NA 3.6451526 3.2559843 3.7315125 3.6238103 2.6307805 3.14954 2.6559477 NA NA 2.5809646 1.3173947 3.5289755 2.4197948 3.0271707 3.6451526 1.2490547 2.372873 1.9785166 1.3604782 2.1915379 2.6057863 1.0941124 1.6001594 2.006076 1.6001594 1.7605777 NA NA 4.48277 1.8054335 1.8444612 4.0234256 2.1260793 2.4040818 1.118361 0.58854675 0.8365383 0.22179961 1.4154608 1.3496327 0.17219532 3.9090786 4.1168184
"APOe" 1.4888573 NA NA 1.9376497 2.0974193 1.7925436 1.7925436 1.3280914 1.4660394 1.4660394 1.4888573 1.7925436 1.4888573 1.4660394 2.0974193 2.3036954 1.5585859 0.62929606 1.6181829 1.18273 1.3120649 1.4660394 1.6363313 1.6730065 NA 1.7925436 0.5275661 1.9376497 NA NA 2.2062693 2.0974193 1.9174271 1.2130947 1.77332 1.7352688 1.9648314 NA NA 1.9376497 0.9275249 1.7925436 2.3265955 1.6363313 1.6363313 2.1622777 1.7925436 1.7925436 1.7542286 1.9648314 1.7542286 1.7542286 1.3280914 1.3280914 1.3280914 1.7352688 NA NA 1.9376497 1.7164392 1.041738 2.1622777 1.3604782 1.7925436 1.6363313 1.8119009 1.837919 1.4322038 1.6730065 1.5763211 0.9678863 1.7925436 1.7925436
"F5" 0.40281367 NA NA 0.6368165 0.74180686 0.7782794 0.56314766 0.14024973 0.11429453 0.47910845 0.38995266 0.64437175 0.6069412 0.21059811 0.81970084 0.9906733 0.36458313 NA 0.37720942 0.17760599 0.17219532 0.73780084 0.09144032 0.16412604 NA 0.1561122 0.044720173 0.8749945 NA NA 0.80301774 0.8071741 0.7619761 0.64058983 0.53461695 0.72583795 0.8836491 NA NA 0.7100153 0.25025904 0.8535316 0.6595869 0.7579236 0.86637974 0.599558 0.64058983 0.61435854 0.552387 0.633052 0.52405274 0.6982436 0.41579378 0.41579378 0.38675582 0.599558 NA NA 0.9054607 0.4996848 0.18850219 1.0137241 0.27350307 0.4996848 0.2705741 0.24451458 0.31219995 0.14024973 0.2647363 0.15877736 0.07646525 0.77010894 0.8365383
"SeRPINC1" 2.6559477 NA NA 2.9627802 2.5563133 2.5156045 3.920395 1.9308932 1.3768401 3.2072663 2.198895 2.0199516 3.3351092 2.0760968 2.698282 3.1209755 2.2210689 1.6668587 3.920395 1.1037784 1.1037784 3.2854853 0.7741895 1.1037784 1.1037784 1.5351286 NA 2.8636699 NA NA 4.000345 2.5156045 2.7325017 3.5919795 2.1695673 2.6812897 2.5156045 NA NA 3.9545016 1.7861211 2.698282 3.5919795 2.427678 2.5156045 2.6812897 1.77332 1.6668587 2.2359364 2.0338912 2.0902956 2.62243 1.6915348 1.9308932 2.0338912 2.5318315 NA NA 2.7325017 2.0199516 1.77332 3.4157043 1.9444218 2.0478952 2.3962524 2.6812897 2.7153523 1.9716659 2.0199516 1.7861211 0.9815271 2.5892193 2.698282
"CFB" 1.9444218 NA NA 1.7797134 1.7797134 1.8906798 1.8840315 0.4962356 0.29419577 1.831392 1.228435 1.3388374 1.133045 1.4043627 2.2284942 2.8194427 1.3388374 0.19674051 1.8906798 0.31825674 0.33045447 2.3036954 0.13501084 0.3614447 0.33045447 0.4859357 NA 2.1550047 NA NA 2.4434993 1.77332 1.9785166 2.5237086 1.6242187 1.7542286 1.8906798 NA NA 2.1695673 1.0558906 2.4355795 1.837919 1.77332 1.9991624 1.5882127 1.243882 1.243882 1.3878112 1.837919 1.2387211 1.4717243 1.1877615 1.0183663 1.2080047 1.7289777 NA NA 2.4040818 1.2181964 1.0137241 2.8994195 1.0230191 1.1577444 0.9952624 1.0230191 1.3334582 0.61808 1.19786 0.79473364 0.1428783 1.9444218 1.9174271
"CLeC3B" 1.19786 NA NA 0.77010894 2.3884413 2.62243 0.77010894 2.62243 2.62243 2.0902956 2.62243 2.62243 1.3496327 1.5468302 1.8840315 2.62243 2.3884413 1.8840315 1.1478305 1.19786 0.9815271 1.6061535 0.6904409 1.19786 0.17219532 0.87068224 NA 0.6519618 NA NA 0.77010894 2.311311 1.8840315 0.77010894 1.8840315 2.62243 2.62243 NA NA 0.77010894 0.77010894 2.62243 0.77010894 1.9512093 2.62243 1.3768401 2.62243 2.62243 1.9512093 2.62243 2.62243 0.7498466 1.8840315 0.87068224 1.7925436 2.62243 NA NA 1.2961485 2.62243 2.3884413 1.5176768 2.0902956 2.62243 0.87068224 1.6977394 2.311311 0.7498466 2.62243 2.62243 0.7498466 2.5809646 1.8840315
"SeRPINA7" 1.6668587 NA NA 1.6668587 1.5644841 1.4660394 1.741574 0.41579378 0.17760599 1.5351286 1.1428905 1.2387211 1.4774222 0.8113401 1.5468302 2.243396 1.1777098 0.09900582 1.5351286 0.24451458 0.47231245 1.6791685 0.36772883 0.36772883 0.61808 0.42232883 NA 1.77332 NA NA 1.741574 1.3550494 1.6668587 1.5351286 1.2387211 1.3550494 1.3173947 NA NA 1.9991624 0.6634127 1.6668587 1.6668587 1.6668587 1.8840315 1.5763211 0.9815271 0.7619761 1.4945948 1.3823195 0.8535316 1.8510184 0.566751 0.6368165 0.69433784 1.6668587 NA NA 2.1550047 1.0137241 0.7298163 1.77332 0.7139573 0.7906058 1.3067472 1.5351286 1.5644841 0.61064565 0.936422 0.5381547 0.33967674 1.77332 1.6485
"AMBP" 1.4660394 NA NA 0.8365383 1.3878112 1.6853445 1.6485 0.47231245 0.47231245 1.2961485 1.4210291 1.5176768 0.80301774 0.46217716 1.8641782 1.77332 1.4831331 0.10407865 1.4043627 0.5205476 0.733804 1.1379621 0.42232883 0.6672472 0.08143401 0.5417005 NA 0.8879913 NA NA 1.6302679 1.3878112 1.6181829 1.5292981 1.3713737 1.3713737 1.2490547 NA NA 1.2803419 0.98609483 1.6853445 1.1232445 1.6853445 1.77332 1.3878112 1.5822601 1.3120649 1.1086283 1.3227367 1.5292981 0.7660378 1.1627185 1.3388374 1.1232445 1.2490547 NA NA 1.6485 0.99986184 0.8492687 1.4322038 1.1232445 1.3713737 0.8879913 0.80301774 0.92309177 0.29121923 0.89670587 1.0653801 0.4521116 1.77332 1.77332
"THBS1" 0.6634127 NA NA 0.80301774 0.67880404 0.72583795 0.8365383 0.33045447 0.13762724 0.4190575 0.47570658 0.7139573 0.30617094 0.34276497 0.8535316 1.2750974 0.503142 0.13762724 0.3614447 0.25314116 0.24451458 0.70608246 0.12201846 0.11943793 0.018591404 0.14024973 NA 0.8071741 NA NA 0.86637974 0.7660378 0.92309177 0.7988709 0.7179084 0.7741895 0.86637974 NA NA 0.7823788 0.3708818 0.8113401 0.86208713 0.7782794 0.80301774 0.6032454 0.55955243 0.4521116 0.5958791 0.5703628 0.33967674 0.59220874 0.35831344 0.41253757 0.43548942 0.64816236 NA NA 1.3933158 0.29717934 0.4421153 1.2750974 0.3273945 0.5100801 0.22743917 0.47910845 0.39636838 0.12201846 0.40604758 0.35831344 0.09144032 0.87068224 1.1037784
"AFM" 0.98609483 NA NA 1.2803419 1.243882 1.18273 1.0653801 0.23879659 0.07894671 1.3388374 0.55596566 0.87068224 0.9054607 0.21059811 1.1527817 1.1037784 0.599558 NA 1.4490633 0.23879659 0.12979591 1.3227367 0.13762724 0.21898961 0.39315677 0.23879659 NA 0.90985334 NA NA 1.4099054 1.2961485 1.1577444 1.3823195 1.3933158 1.3823195 0.90985334 NA NA 1.0230191 0.7864876 1.7039585 1.228435 1.3334582 1.7669415 1.1134889 0.89670587 0.7782794 0.9543395 1.2961485 1.0183663 0.9275249 0.6032454 0.8281002 0.61064565 0.9769696 NA NA 1.6061535 0.7458222 0.4689263 1.7352688 0.599558 1.0796967 0.77010894 0.6218101 0.67494285 0.4321879 0.7498466 0.4321879 0.12201846 1.7797134 1.9785166
"ADIPOQ" 0.79473364 NA NA 0.79473364 1.2803419 0.79473364 0.9010782 0.79473364 0.34586036 0.79473364 0.79473364 1.032357 0.79473364 0.79473364 1.0941124 0.79473364 0.79473364 0.55596566 0.8492687 0.7619761 0.34586036 0.79473364 0.79473364 0.55596566 NA 0.55596566 NA 0.79473364 NA NA 0.62929606 0.79473364 0.79473364 0.8492687 1.032357 0.79473364 0.79473364 NA NA 0.79473364 0.62929606 0.79473364 1.133045 0.79473364 1.032357 0.79473364 0.79473364 0.79473364 0.79473364 0.79473364 1.032357 0.9952624 0.79473364 0.79473364 0.79473364 0.79473364 NA NA 1.9853826 0.79473364 0.79473364 1.133045 0.79473364 0.79473364 0.8492687 1.2803419 1.0749135 0.62929606 1.032357 0.79473364 0.79473364 1.3496327 1.0749135
"CLU" 0.37720942 NA NA 0.7823788 1.5061095 1.0183663 0.43548942 0.13501084 0.13501084 0.8365383 0.56314766 0.8492687 1.18273 0.6710906 1.2646441 1.7227013 0.4421153 NA 0.7179084 0.26765192 0.26765192 0.8071741 0.26765192 0.26765192 NA 0.20781386 NA 1.18273 NA NA 1.0183663 1.243882 1.3878112 0.6634127 0.7179084 1.5292981 0.94536006 NA NA 0.6634127 0.37720942 1.3496327 0.9769696 0.8578044 1.4774222 0.72583795 0.6904409 0.61064565 1.0090928 0.9769696 0.74180686 1.18273 0.552387 0.50660706 0.6904409 0.8749945 NA NA 1.5703957 0.7988709 0.42889392 0.936422 0.4421153 0.68267405 0.6904409 0.56314766 0.8281002 0.3614447 0.7179084 0.32129562 0.12201846 1.3120649 1.5061095
"KRT75" 0.5958791 NA NA 0.26765192 0.46554792 0.36772883 0.3001696 0.503142 0.47231245 0.6069412 0.6710906 0.6982436 0.25602996 0.47231245 0.2618276 0.7579236 0.38038433 0.42232883 0.53461695 0.48936105 0.5958791 0.51356125 0.35831344 0.48936105 0.101539254 0.41579378 0.24165225 0.48251808 NA NA 0.3001696 0.58854675 0.42232883 NA 0.47231245 0.48251808 0.6069412 NA NA 0.23594749 1.2594359 0.503142 0.39636838 0.3614447 0.42232883 0.53461695 0.6069412 0.8323144 0.43548942 0.7579236 0.38675582 0.44543982 0.503142 0.6865531 0.58854675 0.6069412 NA NA 0.34586036 0.5205476 0.57398295 0.3520726 0.4521116 0.503142 1.0230191 0.7741895 1.1627185 0.19398808 0.6218101 0.57398295 0.32434154 0.566751 0.43548942
"KRT7" 0.37720942 NA NA 0.15877736 0.4190575 0.28528666 0.17219532 0.35831344 0.29419577 0.50660706 0.37720942 0.5381547 0.22461617 0.62929606 0.28528666 0.4927944 0.21898961 0.4421153 0.42889392 0.34586036 0.46217716 0.46217716 0.27350307 0.34586036 0.11943793 0.4689263 0.21898961 0.35831344 NA NA NA 0.5205476 0.28528666 0.24165225 0.34586036 0.43548942 0.46217716 NA NA 0.31219995 0.5381547 0.34586036 0.17219532 0.35831344 0.28528666 0.51356125 0.46217716 0.39958727 0.33045447 0.28528666 0.21898961 0.32434154 0.35831344 0.28528666 0.47910845 0.39315677 NA NA 0.17219532 0.34586036 0.33967674 0.26765192 0.27350307 0.35831344 0.62929606 0.34586036 0.31825674 0.31825674 0.34586036 0.35831344 0.26765192 0.5381547 0.28528666
"SeRPINA3-2" 2.1695673 NA NA 3.14954 1.4774222 1.4774222 2.9719157 0.64816236 NA 2.4119291 1.2803419 1.2646441 2.2960973 1.0941124 1.4774222 2.013006 1.2029264 0.62929606 2.7325017 0.6368165 0.69433784 2.5892193 0.42232883 0.69433784 1.2130947 0.86208713 0.09395635 2.1188898 NA NA 2.9264498 1.2646441 1.4774222 2.7931497 1.2646441 1.2646441 1.8510184 NA NA 2.9445727 1.7289777 2.1695673 2.372873 1.4210291 1.9512093 2.4119291 1.2130947 0.86208713 2.3884413 1.0701413 1.2542391 2.3189442 0.89234364 0.89234364 1.2387211 2.083188 NA NA 3.3853064 1.1928048 1.6181829 3.2169652 1.2646441 1.084491 2.4119291 1.77332 1.7101917 1.7101917 1.3280914 0.95884466 1.4099054 1.4774222 1.6061535
"FGA" 0.5958791 NA NA 0.8749945 0.9906733 1.228435 0.7988709 0.14551294 NA 0.46554792 0.7021586 0.86208713 0.55596566 0.5275661 1.0464447 1.5585859 0.59220874 NA 0.39636838 0.18850219 0.22743917 0.9769696 0.15345323 0.30918193 NA 0.22461617 0.04231739 1.3823195 NA NA 0.94536006 1.243882 1.4378109 0.98609483 0.94536006 1.0370419 1.1086283 NA NA 0.8281002 0.4421153 1.3550494 1.0653801 0.98609483 1.3067472 0.87068224 0.5100801 0.59220874 0.6032454 0.7864876 0.5958791 0.503142 0.38356638 0.38356638 0.51356125 0.81551564 NA NA 1.3388374 0.566751 0.39636838 1.1928048 0.4859357 1.0137241 0.22743917 0.5848932 0.61064565 0.14551294 0.4996848 0.41253757 0.07894671 1.285599 1.3280914
"SeRPINA3-7" 1.0276828 NA NA 1.1086283 1.2029264 1.1428905 1.0276828 0.51356125 0.20781386 1.8248799 0.599558 0.90985334 1.3659198 0.44877183 0.8450154 1.3014419 0.46217716 0.22743917 1.3550494 0.58854675 0.58854675 2.083188 0.58854675 0.58854675 0.8578044 0.46217716 0.08642566 0.79473364 NA NA 1.0276828 0.8450154 1.0511622 1.0276828 1.0183663 0.8450154 0.81551564 NA NA 1.0276828 0.67880404 1.1086283 0.9275249 1.1428905 0.8749945 1.1086283 0.8578044 0.7864876 1.4717243 0.8450154 0.8450154 1.0183663 0.7864876 0.7741895 1.0183663 0.9275249 NA NA 1.1086283 0.9498446 0.62554884 1.0276828 0.633052 0.9498446 0.9952624 1.004472 0.9275249 1.0370419 0.8450154 0.9408858 0.599558 1.133045 0.9498446
"KNG2" 0.56314766 NA NA 0.6218101 0.9010782 0.81970084 0.7139573 0.46217716 0.3614447 1.1928048 1.3988328 1.3442287 1.2335722 0.47910845 0.89670587 2.3265955 0.61435854 NA 0.8879913 0.48251808 0.64058983 1.1777098 0.52405274 0.52405274 0.06905484 0.7864876 0.36772883 0.566751 NA NA 1.3067472 0.81970084 0.8071741 0.47231245 0.86637974 0.7660378 0.64437175 NA NA 0.52405274 0.52405274 1.0653801 0.52405274 0.86208713 1.1134889 1.5409727 1.5527012 1.3442287 1.285599 1.7289777 1.9376497 1.118361 1.3604782 1.5176768 1.1037784 0.566751 NA NA 1.2335722 1.285599 0.9010782 0.7538805 1.0137241 1.2908678 1.041738 0.81970084 0.7660378 0.36772883 0.89670587 0.68267405 0.32129562 1.3280914 1.3442287
"LUM" 1.243882 NA NA 0.90985334 1.5644841 1.5644841 1.0276828 0.13762724 0.20781386 1.1527817 1.243882 1.243882 0.89670587 0.79473364 1.5644841 1.6363313 1.243882 0.5170504 1.1527817 0.4689263 0.38038433 1.3173947 0.13762724 0.4190575 0.3001696 0.3273945 NA 1.6363313 NA NA 1.4660394 1.243882 1.5644841 1.18273 1.5644841 1.5644841 1.243882 NA NA 1.1527817 0.8578044 2.1188898 1.0276828 1.5644841 2.0338912 1.1527817 0.98609483 0.98609483 1.243882 0.98609483 1.243882 1.2594359 0.72583795 0.5170504 0.8578044 1.243882 NA NA 1.6363313 1.0989399 0.7741895 1.4660394 0.92309177 0.72583795 0.9724227 0.94536006 1.243882 0.7139573 1.5176768 0.62554884 0.3708818 1.5644841 1.5644841
"HRG" 0.36772883 NA NA 0.33659554 0.6865531 0.5275661 0.3520726 0.42560756 0.42560756 0.5275661 0.58124804 0.6032454 0.64816236 0.2618276 0.4421153 0.5275661 0.38356638 0.43548942 0.4421153 NA NA 0.4421153 NA NA NA NA NA 0.42560756 NA NA 0.36772883 0.45881426 0.42560756 0.33659554 0.5205476 0.45881426 0.62929606 NA NA 0.33659554 0.10407865 0.4689263 0.30617094 0.36772883 0.36772883 0.5100801 0.2618276 0.2618276 0.39315677 0.2618276 0.2618276 0.5275661 0.36772883 0.30617094 0.36772883 0.56314766 NA NA 0.54525447 0.5275661 0.6982436 0.4689263 0.503142 0.5205476 0.9724227 0.24738348 0.3001696 0.24738348 0.42560756 0.42560756 0.19124198 0.5100801 0.36772883
"VNN1" 0.86637974 NA NA 1.22331 0.8323144 0.69433784 1.1727014 NA NA 1.041738 0.41579378 0.4962356 0.74180686 NA 0.5703628 0.9678863 0.20781386 NA 1.004472 0.07398939 0.25314116 1.4774222 0.25314116 0.16680968 0.08893013 0.05681753 NA 0.72583795 NA NA 1.3768401 0.69433784 0.92309177 1.243882 0.59220874 0.69433784 0.7498466 NA NA 1.032357 0.67494285 1.0701413 0.9054607 0.92309177 1.0511622 0.9498446 0.48936105 0.599558 0.7179084 0.8836491 0.8836491 0.67880404 0.47570658 0.5703628 0.48251808 0.7021586 NA NA 1.3173947 0.35831344 0.48936105 1.3713737 0.27643883 0.8071741 0.7498466 0.7021586 0.61435854 0.40928876 0.47570658 0.19124198 0.06414306 1.0989399 0.914256
"TGFBI" 0.58124804 NA NA 1.0796967 0.23594749 0.17489755 1.1928048 NA NA 0.6634127 0.4996848 0.6595869 0.19124198 NA 0.15080035 1.128139 NA NA 0.19124198 0.4996848 0.39958727 0.9769696 NA 0.35831344 0.30617094 0.11686325 NA 0.7579236 NA NA 1.2387211 0.19949937 0.38675582 1.7669415 0.19674051 0.32434154 0.44877183 NA NA 1.0701413 0.18032062 0.47910845 1.3067472 0.18304157 0.48936105 0.5205476 0.35518944 0.6595869 0.7458222 0.54525447 0.7021586 0.64816236 0.12201846 0.14551294 0.17219532 0.81551564 NA NA 1.3933158 0.09900582 0.17219532 1.0701413 0.22743917 0.4689263 0.25025904 0.36458313 0.38675582 0.30918193 0.52405274 0.17219532 0.13762724 0.58854675 0.38995266
"HBBF" 6.8886003 NA NA 8.099133 8.099133 7.8104887 8.099133 6.8886003 5.516284 5.8233867 6.8886003 6.8886003 6.8886003 6.8886003 7.3946 8.375619 6.8886003 6.8886003 6.2777977 5.516284 6.2777977 8.375619 6.8886003 7.8104887 1.8510184 8.099133 6.0469313 8.099133 NA NA 8.099133 7.1283054 8.099133 8.099133 7.6696196 6.8886003 8.099133 NA NA 7.1283054 5.4120955 8.099133 8.099133 8.099133 8.375619 8.375619 8.682778 7.1283054 6.0469313 6.8886003 6.8886003 6.0469313 4.9156156 4.9156156 7.6696196 8.375619 NA NA 8.375619 6.8886003 6.8886003 8.375619 6.8886003 6.8886003 6.2777977 9 7.1283054 4.046613 7.1283054 7.1283054 4.7411647 7.1283054 7.1283054
"APOA1" 3.9090786 NA NA 3.4157043 4.78096 4.495409 4.3088446 3.3853064 2.5237086 5.3679557 4.495409 4.8344507 4.2601724 4.081594 4.5847015 5.7608294 4.2119465 3.4157043 5.9502425 4.5847015 4.495409 4.6363764 4.495409 4.495409 0.5848932 4.5847015 3.9431071 4.3951063 NA NA 4.081594 4.78096 4.78096 3.7315125 4.5847015 4.8884363 4.495409 NA NA 4.495409 3.7752929 5.039486 4.7279606 5.4268775 4.3951063 6.063176 4.5847015 4.688529 4.78096 4.688529 4.688529 4.1641645 4.3088446 4.081594 4.495409 4.5847015 NA NA 5.698846 4.495409 3.497799 5.194411 4.78096 4.495409 4.984115 4.984115 4.984115 3.1591063 4.495409 4.495409 4.78096 4.78096 4.78096
"C3" 4.1760683 NA NA 5.208691 3.0179086 3.7863011 4.9429216 1.8773985 1.1727014 3.6989408 2.1405087 2.2136607 3.305266 2.935501 4.248075 5.3241186 2.365116 1.1577444 3.7206306 1.3933158 1.3933158 4.8344507 1.1527817 1.3659198 1.3334582 1.7039585 0.15877736 4.662393 NA NA 6.0469313 3.1399965 4.0234256 5.8233867 2.4753616 3.0179086 4.4450264 NA NA 4.7279606 2.6475399 4.3333488 5.137621 4.0582466 4.345644 3.8640718 2.198895 1.8973436 3.4771328 2.2062693 2.1188898 4.0350056 1.9512093 1.8773985 1.8641782 4.0933084 NA NA 5.5463614 2.1622777 2.427678 5.5765786 2.6307805 2.311311 2.8725765 2.698282 2.7325017 1.7227013 2.1622777 1.9107172 0.9498446 4.236005 3.6344695
"HBA" 5.053408 NA NA 5.5614524 3.666594 3.446313 6.3451385 3.305266 1.3227367 2.8459177 3.446313 3.305266 5.053408 3.1020408 5.7764144 5.053408 3.305266 3.446313 5.053408 1.3227367 2.013006 6.3451385 1.3227367 1.3227367 4.2239623 3.305266 1.3227367 5.053408 NA NA 6.3451385 3.305266 5.7764144 6.3451385 2.8459177 3.305266 5.7764144 NA NA 5.7764144 5.053408 5.5614524 6.9615927 5.053408 5.053408 5.053408 3.305266 3.305266 2.8459177 3.305266 3.305266 5.053408 2.013006 2.013006 3.305266 5.7764144 NA NA 6.3451385 3.305266 5.053408 6.9615927 3.446313 2.8459177 5.053408 3.305266 3.305266 2.8459177 4.2239623 3.305266 2.8459177 5.5614524 5.251727
"TF" 5.6069345 NA NA 5.7142878 5.5765786 5.3095737 5.471426 3.2854853 2.74973 5.5313053 3.7643104 3.6344695 5.0255957 3.841724 4.1999593 5.0255957 2.935501 2.7153523 5.9023976 2.4994519 2.6643758 5.729767 2.8194427 2.4673686 1.1232445 3.2854853 1.4434304 5.0813503 NA NA 5.7142878 4.7543993 5.0813503 5.9502425 4.984115 4.8479004 4.970352 NA NA 5.839116 4.984115 5.8233867 5.8865237 5.3095737 5.683439 5.7920356 3.6025662 3.6773515 5.7142878 3.9317384 3.9317384 4.000345 3.3551188 3.6989408 3.2756286 5.3095737 NA NA 5.839116 3.518559 4.8613815 5.668068 3.5919795 3.920395 5.516284 3.6558614 3.446313 3.8528848 3.4565625 3.8528848 1.9785166 5.729767 5.2230034
"AGT" 3.3551188 NA NA 4.7279606 3.3551188 3.3551188 4.7279606 1.6853445 0.72583795 4.6493692 1.6853445 2.083188 4.382698 3.0457587 3.3954163 5.011738 2.0549212 0.9769696 4.1999593 1.4210291 1.5822601 4.8748937 1.19786 1.19786 2.5318315 1.5585859 0.10662377 4.821032 NA NA 4.794287 3.3551188 3.7973342 4.929253 2.3496542 3.130475 3.7424197 NA NA 4.794287 3.2657952 3.7973342 4.7279606 3.7424197 3.7424197 3.3752208 2.2734067 2.0549212 4.597576 2.0549212 1.9580123 4.929253 2.0549212 2.0549212 2.0549212 3.7424197 NA NA 4.6493692 2.3806486 3.7424197 4.929253 2.4355795 2.258367 3.2072663 3.0457587 3.0457587 2.0269132 2.0549212 1.7227013 2.1045597 3.7424197 3.3551188
"ALB" 7.147043 NA NA 7.472275 6.430191 7.1096115 7.336812 5.486344 4.8748937 6.852356 6.112135 6.585776 6.5162287 5.918309 7.336812 7.2985086 5.039486 5.3973484 7.203516 4.1641645 4.508077 7.016782 4.248075 4.5335016 2.1550047 4.9020104 4.8344507 6.943282 NA NA 7.749837 6.550923 7.203516 7.749837 6.726806 6.726806 6.550923 NA NA 7.472275 6.4131026 7.472275 7.472275 6.852356 7.5901356 6.780365 6.128531 5.3973484 7.0537834 5.516284 5.4120955 6.079458 4.662393 5.4120955 5.516284 7.2413816 NA NA 7.749837 5.8233867 6.030722 7.749837 6.3790426 5.9023976 6.691304 6.0469313 5.516284 5.2661386 4.970352 5.486344 4.3333488 7.550667 7.472275
